intercept,BAS_AR,도로길이고려_전체통합도,도로길이고려_국부통합도_R3,기초구역평균_전체통합도,기초구역평균_국부통합도_R3,도로율,평균 도로 길이,아파트시세변화_차분평균,평균최근접역거리,평균최근접정류장거리,건물노후도,공동주택 연면적 비율,근린생활시설 연면적 비율,단독주택 연면적 비율,아파트 가구수,외식업매출월평균변화량,서비스업매출월평균변화량,소매업매출월평균변화량,외식업매출비율,서비스업매출비율,소매업매출비율,외식업종다양성,서비스업종다양성,소매업종다양성,상가밀도,주중 / 주말 비율,06 to 18 / 18 to 06,개별공시지가 변화 차분평균,점포밀도,(주거인구+직장인구)/유동인구,주거인구/직장인구,x,y,BAS_ID
169.17760125139813,-20.761230808673318,0.01469609041958671,0.002883913112210675,-286.82823377940167,-26.70924695917923,0.15848631843527852,0.03278848181920044,-0.020908952184594515,2.0842076027758507,-164.45790980112344,0.12120845769291098,0.37767989808581093,0.1809708826275051,0.6463178327764352,-0.0024906532405656184,-1.65542948953008e-06,1.1483768698042262e-06,-2.7813758909785763e-07,7.9349624492583875,9.468209561929612,-13.621444510076678,-2.521447142526871,7.400039706472308,-22.02449454594901,0.008813666613213792,-21.74696232799368,12.654447970033868,2.870704983383575e-06,-0.00027944029440539914,8.75586827876996,-0.19698276902747858,126.68913490770505,37.51870773736182,21300
169.32982550072563,-20.66026906417157,0.013847751609987935,0.0027924473969319127,-285.10103454595026,-26.60374427302383,0.15826444689618877,0.03172577656773553,-0.02154425533367759,2.2433625875597456,-163.54552644975405,0.12172466698832668,0.3929359586670207,0.16326403645021936,0.6349148498070882,-0.002195616377322579,-1.7485425033345725e-06,1.0197922198304101e-06,-2.3557771592588766e-07,8.827187171544841,8.858878366146635,-13.166324941355036,-1.900668275232848,7.375762710714683,-22.04404680916361,0.008910698955532615,-21.691621353092827,12.676044432603376,3.846986597221275e-06,-0.0003128627392745352,9.579043830647425,-0.1566685638110923,126.69545880461988,37.52241686372307,21301
169.54636586151474,-20.117445853276102,0.012942541902305146,0.0027117337572777522,-283.08085019052663,-26.429475332470687,0.142562363969201,0.0330480744028432,-0.021061714895985503,2.387250587087949,-160.25682241200224,0.12235826977273531,0.41112212696389316,0.07119001834418218,0.5906225161204801,-0.0019186310136204776,-1.8268111906105866e-06,4.06305044032864e-07,-2.0719456935731677e-07,9.074139579045442,8.634836615151688,-12.29322937414354,-1.7420527374012122,7.219079880191465,-22.23967623537309,0.008050429076444578,-21.588336046811353,12.785887435579145,6.431526467161717e-06,-0.00032011810786134446,9.938553850436568,-0.11523897081764631,126.70134171772969,37.52233877708572,21302
169.34080740734493,-20.057560372358594,0.013057861210489376,0.002742082290069843,-285.41969966571304,-26.60273005220843,0.12782643745968444,0.03353756380237084,-0.01978716464362254,2.2994982343765042,-160.5931342458713,0.12188219294682057,0.4004232236775198,0.14899222286940947,0.601521129931864,-0.0021014553924137,-1.7345067957589022e-06,3.2821397445902983e-07,-2.3115863128719652e-07,8.321996331578884,8.385182135633091,-12.859051339209078,-2.690147817852675,7.0295621275739695,-22.463841398076045,0.007758055438240588,-21.66749108473558,12.72916119372144,6.451222767323464e-06,-0.00031730615039992434,9.155356136615428,-0.13181204851711145,126.69872979436714,37.51898140944887,21303
169.49570780877198,-19.637799420684424,0.012267187441147954,0.002665749572745861,-283.90958298902035,-26.481064877746302,0.11756857535861123,0.0345957216070542,-0.01888364361329113,2.363696654614859,-157.32401273032298,0.12229815603861871,0.41359932829172597,0.04516260043035444,0.5335073193489981,-0.0019248953639283326,-1.628625260933218e-06,2.3127774355147076e-07,-2.053547997456218e-07,8.419022741830513,8.384757175158068,-12.123629683090243,-2.3712395275097133,6.968161612363364,-22.567401303421956,0.006305817923628742,-21.588112770367324,12.820216228912091,8.580605928874505e-06,-0.0003177175457024725,9.582154815357862,-0.11312046089682157,126.70341884326405,37.519318995056054,21304
169.2946756410766,-19.488339887562365,0.011984437425346411,0.0026578914234724775,-286.0066211362829,-26.661161272610105,0.09680185276379111,0.03515719353487862,-0.01668900466426465,2.2967337150629574,-157.02371090222817,0.12180987674195723,0.406086413245466,0.11104687112510976,0.5254296440985635,-0.002008293094163917,-1.3950723509635039e-06,2.1632743672382454e-07,-2.2068985358342014e-07,7.660800296584814,8.067055869251632,-12.680145536526915,-3.3143843993565243,6.7291174965404,-22.83906246631806,0.004529096501445224,-21.663282310936022,12.758954059053345,9.403066660894372e-06,-0.00031674238895028144,8.785475072077228,-0.11982827804286839,126.70300423971963,37.515329100586754,21305
169.1783541647742,-19.925380195679985,0.012829575221548659,0.002740665016828862,-287.25311356466057,-26.746912245628387,0.10756354585356394,0.034173115354755326,-0.018552891262971577,2.2194544801745053,-160.3849105855748,0.12147284031361666,0.3936161762237766,0.194612289412222,0.6079982044910552,-0.0021911521949393923,-1.5529943048475482e-06,2.7588910965739144e-07,-2.473840299680419e-07,7.612052022090115,8.239410485925784,-13.28252374616398,-3.6005289182919125,6.7975448937052185,-22.707953422004778,0.0071070392725769175,-21.726024839509808,12.688411888062108,7.115700676600784e-06,-0.00031412463572928745,8.58769836848743,-0.14226986579000142,126.69720548857926,37.51567898613793,21306
169.08813819362763,-19.868970543238504,0.013239458122553007,0.002795901395256377,-288.36905870758744,-26.814153914140846,0.09645471621019244,0.034865294097946226,-0.018136573084806193,2.1492484996050587,-161.06992986197707,0.12116837576923269,0.383014379545968,0.2236186150982835,0.6507768675391071,-0.002339106848244132,-1.4606742246974621e-06,3.152933424213042e-07,-2.789362712305572e-07,7.125735156161911,8.831427443836088,-13.728997536532841,-4.409163969233788,6.675119605144207,-22.769777836295326,0.007172289164678219,-21.759044500320982,12.6745497715705,6.860490856977115e-06,-0.00029749732212370957,8.156752937416199,-0.16289588802711652,126.69309964043227,37.512529261238306,21307
169.06891228850475,-19.29755777282142,0.012710821879121256,0.0027630642904668797,-288.61591247022,-26.84306984773182,0.06931270959876352,0.036093080555243726,-0.016149029604039293,2.1684887529487646,-158.84218203564893,0.12111339199598999,0.38311072188374223,0.24231940725547077,0.6501180803129997,-0.002292290039264658,-1.2367139044480235e-06,2.755043463832908e-07,-2.829323050229918e-07,6.815143809901108,8.760128449957985,-13.831174398831559,-5.191251287406617,6.391921904146996,-23.032835441319,0.00532217119343163,-21.75289096638738,12.69548668316175,9.039140296035756e-06,-0.0002959442009404524,7.9733476085907355,-0.152940202085426,126.69463592515947,37.50972402615308,21308
169.11119248564876,-19.148383313696595,0.011881096895826206,0.0026701940309992317,-287.81622123353014,-26.822688089045606,0.0756068711606365,0.03603099918336339,-0.014664563571746683,2.251809244830869,-156.70388858552684,0.12136601596295522,0.39600062680220893,0.23184055660951372,0.5533229489417317,-0.0021150185461779993,-1.2163563092284195e-06,2.0676829062157322e-07,-2.449822622841406e-07,6.991850852754824,8.055810275866747,-13.375134442164443,-4.339224325247665,6.473132111677671,-23.100379924510932,0.0034082919231082504,-21.73175671835788,12.70698243549025,1.0482468405609397e-05,-0.0003143641208498282,8.073688561167193,-0.13520840992464503,126.70257157044347,37.51088024429188,21309
169.7379722908709,-19.376594258553276,0.01165464938633419,0.002593389868238448,-281.39371271135263,-26.274348015727924,0.12201645349787024,0.03515537639152901,-0.01793673925070504,2.3869492123060922,-154.1167235848954,0.12296356708338775,0.4278490364779149,-0.06441816624323632,0.4759514140912851,-0.001807937003498153,-1.655242853296349e-06,2.266051958622864e-07,-1.7299470244044464e-07,8.960047241952033,8.749301136261916,-11.131372969082289,-1.5187170498614417,7.072545717913524,-22.484403086970712,0.005720492851763866,-21.476522979192886,12.940236676229503,9.774711913252592e-06,-0.00030700482393070496,10.937065391030306,-0.10608489772556591,126.70802741158735,37.5214043470635,21310
169.55447556823333,-19.308524777915345,0.011641206582471898,0.002606859806278241,-283.34863330818166,-26.435540476815476,0.10835805308099977,0.035519937540034845,-0.017325740831248986,2.34631719242538,-154.3647040055146,0.12247444929053404,0.4199471821642656,-0.010480426190801714,0.475962959980772,-0.0018781792587106013,-1.4379319104269823e-06,2.1978341888658341e-07,-1.8994578712266386e-07,8.272265984006069,8.442844529598446,-11.669453656528633,-2.2801970178540754,6.90040381550595,-22.68039517942862,0.004913785052325786,-21.54808911508899,12.879847827410103,1.019606064818569e-05,-0.0003052161959151622,9.949847800213295,-0.10940077074813946,126.70645139187884,37.51875080500249,21311
169.43504434913268,-19.137781746301545,0.011523825559846362,0.002607275221010183,-284.54359772882225,-26.543759360236315,0.09606509162474217,0.03603139601180694,-0.01576918433875683,2.3807996088368006,-153.91175252995015,0.12221948648035769,0.41554627793721954,0.05212197603115468,0.46806053550117555,-0.0018968912739448383,-1.307167746911623e-06,2.0962501595104674e-07,-2.0161735348795748e-07,7.826974419098516,8.286535350471768,-12.082717132129574,-2.8945367087084186,6.754870614309369,-22.860750405721028,0.003801772190086405,-21.592810738040804,12.842082796372857,1.0946944064436206e-05,-0.0003093481659226461,9.313108027251037,-0.11250776989384309,126.70691946411556,37.51509833713639,21312
169.23793331239062,-18.70042102180446,0.011492828028871574,0.002625440821723571,-286.4086006429985,-26.717354896034855,0.07738387786550027,0.03693526482076716,-0.013063249253596726,2.3831334002023334,-153.36722402232897,0.12177442522099718,0.40511648242523174,0.2573207134831571,0.4856546960094842,-0.0019984225503151417,-1.1353047756738116e-06,2.0289901407497313e-07,-2.2584177994964708e-07,7.176896377526473,8.212788662189066,-12.902655190351291,-3.9055481537014303,6.506834328207644,-23.13768887626341,0.00238222373806035,-21.666623255314448,12.784155790590972,1.2204979458312596e-05,-0.0003155631743181498,8.19410935571489,-0.12363136406233258,126.70652058482338,37.51059783447811,21313
169.73560389860137,-18.975631749874026,0.010344817324547652,0.0024686034456329565,-281.4485403767884,-26.27983569004614,0.10756713905280149,0.036214162210324696,-0.008852696722994411,2.1030152086663385,-148.28791651483192,0.1231013711167624,0.4333512741838841,-0.13397329392572702,0.3805029845880037,-0.0019298588920366997,-1.3541133918748934e-06,2.21883997197684e-07,-1.449784668802889e-07,8.548981027168821,8.627847803390504,-10.402177002046715,-1.4722708320023061,6.940120072493919,-22.716078621793983,0.0037979994125053027,-21.45004410753151,13.015397347457414,1.1878905680056107e-05,-0.00024835804332751503,12.282951990828636,-0.1056537399739609,126.71319259164342,37.52037539808062,21314
169.65422698340865,-18.91837251864425,0.008579775759478103,0.0022974549029126483,-282.14338381278685,-26.353962953607635,0.0985271718702793,0.03624868229695948,-4.575851252823591e-06,1.3444879857267202,-142.14726356333486,0.12301044939868191,0.4356143141567539,-0.1976035481617584,0.2967637336019226,-0.002174592308598942,-1.2047760518473607e-06,2.2375592376482122e-07,-1.053166122369132e-07,8.132316741837982,8.113019253850124,-9.680849807400573,-1.350291765245077,6.80120740942613,-22.943088614241915,0.002603351314098258,-21.464315291728937,13.044396170216553,1.2911660871125972e-05,-0.00017405326249948685,13.89028922511677,-0.10554645750780012,126.71891876142693,37.52020716759903,21315
169.47852148136178,-18.93708026651967,0.006293905822474018,0.0020845227812631424,-283.6738641038854,-26.517095747793636,0.08741626875751367,0.0356182848552508,-0.0007450794612115323,-0.2631185645567917,-136.67568933806479,0.1224156641148538,0.4333204855208638,-0.18245895329631914,0.23565755530744695,-0.0025469750154704218,-1.134438012568399e-06,2.253880644760045e-07,-5.090665956544227e-08,7.448486054485086,7.24505625737399,-9.043593742508332,-1.5104617445139492,6.583425864803178,-23.22448892542336,0.0007923983971505015,-21.525249862953356,13.02528435954672,1.2929560971732858e-05,-0.00010482789140073684,12.428016150864106,-0.10581225581620467,126.72512332161521,37.52075627781089,21316
169.38004962687603,-18.258692995413533,0.004638245280243257,0.0019361113421048261,-284.39375847989436,-26.613229773671065,0.07962399799442373,0.035596225312380624,-0.004976434475256941,-1.9481441816617158,-132.6189314749733,0.12176228837019999,0.42979029454379464,-0.14841030736649147,0.21583032192123155,-0.002838827375815091,-1.0717874550219313e-06,2.2705018125854445e-07,-3.5322935255695563e-09,6.6759277385473705,6.794567116820648,-8.486566352565635,-1.6295339484771283,6.3861161631212715,-23.443531075622623,0.0001646383034251345,-21.556094283281688,13.045516019065436,1.2932056768947525e-05,-5.835768346818992e-05,11.35646381897105,-0.10618986370390904,126.73053373535897,37.52055707999099,21317
