intercept,BAS_AR,도로길이고려_전체통합도,도로길이고려_국부통합도_R3,기초구역평균_전체통합도,기초구역평균_국부통합도_R3,도로율,평균 도로 길이,아파트시세변화_차분평균,평균최근접역거리,평균최근접정류장거리,건물노후도,공동주택 비율,근린생활시설 비율,단독주택 비율,아파트 가구수,외식업매출월평균변화량,서비스업매출월평균변화량,소매업매출월평균변화량,외식업매출비율,서비스업매출비율,소매업매출비율,외식업종다양성,서비스업종다양성,소매업종다양성,상가밀도,주중 / 주말,06 to 18 / 18 to 06,개별공시지가 변화 차분평균,(주거인구+직장인구) / 유동인구,주거인구/직장인구,10_30 / 40_60,점포밀도,x,y,BAS_ID
222.44854529750336,-19.887511907670262,0.006646528635656596,0.0013708808165135361,-179.33861162043348,-29.828674268749275,-0.12241789830777246,-0.03241278111010745,-0.02452447690800921,-7.247422544388842,-159.13648761964978,0.11692290576111543,0.41119800109724786,0.4093255556540929,0.7534342986114789,-0.005522730729888973,-1.980812257069849e-06,1.531954870811928e-06,-2.0802110752310052e-07,-31.76553427638798,-18.19447051960494,-39.69771714654179,-1.5124302098019524,-1.3644956774527177,-0.10951500038737053,0.004003975483196018,-6.213992637729845,-0.2993694920905885,4.054467938308389e-05,23.484811266451718,0.042983376029262166,-60.01089189929624,0.01696971426750748,126.68913490770505,37.51870773736182,21300
222.50600033670747,-19.670408736116975,0.00586587208969778,0.0012806879536323033,-178.7529650796846,-29.863904811740834,-0.12048345984218552,-0.035670672875816004,-0.0236567834028275,-7.090754095866166,-158.58203371314795,0.11732822650888482,0.45285972012777204,0.3712264242549451,0.7312701123459062,-0.004962674288043708,-2.010651997128647e-06,1.5524120246643414e-06,-1.6997324679960503e-07,-32.13979016886083,-16.403111519700566,-38.8834941686633,-1.1129160692986115,-1.1917477828314127,0.019930416083878286,0.005000694815519891,-6.227491990228087,-0.30880234729989636,4.1199430381976866e-05,25.23026364103663,0.026212684967322313,-59.856589303054896,0.02037766094337318,126.69545880461988,37.52241686372307,21301
222.5923616144667,-18.958211336812525,0.005111437600377551,0.0011996408022855885,-177.97675851406038,-29.876810567147157,-0.12274380085209824,-0.03544796908271011,-0.023550889046096733,-7.027259701746598,-156.41870985039424,0.11761910677872187,0.49541723179792596,0.31123555131677233,0.6760385652575566,-0.004549988208352636,-2.0234569770144964e-06,1.178871741899798e-06,-1.4863085724627045e-07,-32.77517858886269,-15.206328855918297,-37.662898257571584,-0.6527208216433589,-1.0076595515300932,0.19148569056142525,0.005335980836203371,-6.212622241598528,-0.24596682368189593,4.285629080085699e-05,27.055011508444878,-0.09481811510758875,-59.70441749697592,0.025260709967191156,126.70134171772969,37.52233877708572,21302
222.4956611386272,-18.949847195440267,0.00521855122920232,0.0012295695887976103,-179.14266811614965,-29.9388139624386,-0.12977700468881592,-0.03362050055721823,-0.024376832296979803,-7.136241172162662,-156.85236665693202,0.11696977938563738,0.46560358213398256,0.3730396393548113,0.6936477638384708,-0.004890347109497543,-1.9468240292765414e-06,9.943705844744619e-07,-1.7164318906358422e-07,-33.163366087188216,-15.984935338545409,-38.43214911676593,-0.9059247700588571,-1.1734140721093131,0.046142952650272434,0.005445129794099763,-6.243401271152305,-0.2712650802124996,4.2946703060743885e-05,25.965173333359004,-0.062390297945715656,-59.987468763070524,0.02401380105795524,126.69872979436714,37.51898140944887,21303
222.47903639068102,-18.178719301260834,0.004501935511816277,0.0011484073858325254,-179.45040780468926,-30.03996052977614,-0.13535609009811544,-0.03362848821031142,-0.02402717352916619,-7.138144940413613,-155.19087864970078,0.11709077939466384,0.49867011393302796,0.3072080987116472,0.6267660558566199,-0.0046357708680597595,-1.8115931888524237e-06,9.174611078877461e-07,-1.52036174543406e-07,-33.592527861883184,-15.418200380712317,-37.45813246958126,-0.558542667278043,-1.0300084670834115,0.18876626452003767,0.0054512641476025,-6.259172345887054,-0.23968320228298418,4.344984930677017e-05,26.9002702106838,-0.12785073658893242,-60.02728097675353,0.027684013085661565,126.70341884326405,37.519318995056054,21304
222.41821017828084,-17.71257752913821,0.004224187720718944,0.001139668524425486,-180.30894739431682,-30.111846371203583,-0.1446368143581987,-0.03160970491522754,-0.02381626095598071,-7.206419158434674,-154.6527476279774,0.11638148133807534,0.4790312600702295,0.3924863500360406,0.6328071294174336,-0.0048117653435481595,-1.5893206603002937e-06,7.37583620515648e-07,-1.6760371128663937e-07,-34.14934219809523,-15.88823261728243,-38.11661412745127,-0.7505608210571367,-1.1648118712687,0.05148591994545654,0.005870503388302634,-6.281650574564658,-0.2567702053215259,4.382369953442761e-05,26.07733476648792,-0.10693656084864575,-60.23462834524721,0.027538410051973473,126.70300423971963,37.515329100586754,21305
222.42836370340166,-18.544959938993276,0.004948148328355608,0.0012231884796641984,-180.15108395390695,-30.009817907444997,-0.14177693539223718,-0.03162340931440766,-0.02424371883982246,-7.242237041133926,-156.18901533755792,0.11632076397369978,0.4465057816868089,0.4290502368196706,0.7056968009392867,-0.005068118524727223,-1.7691433817163166e-06,7.785340144586461e-07,-1.869652785781755e-07,-33.681028152310475,-16.465516892726924,-38.98497445477234,-1.1197607769002986,-1.3028436014805154,-0.08805923866945375,0.005806032303646286,-6.266333158860835,-0.2829622085155955,4.330593221470453e-05,25.304404598423645,-0.029847089692622238,-60.19607701588821,0.02325390304069495,126.69720548857926,37.51567898613793,21306
222.43895651239825,-18.384369880963995,0.005130130013429622,0.0012625342418376903,-180.38322578982599,-29.963789038809242,-0.15261631840624745,-0.02895862847764704,-0.024233367912703314,-7.329394014859963,-155.58899326432925,0.11590807951256991,0.4168980269893885,0.47139046570936916,0.7544681860896796,-0.005324018865768628,-1.6857092499345668e-06,6.751181785789818e-07,-2.1316788238962877e-07,-33.72395569386154,-17.192955622290594,-39.6863473762745,-1.5169662695869954,-1.4601455771095873,-0.25344423133011107,0.005868598758912496,-6.244342445308478,-0.2698310587135973,4.371584663593352e-05,23.886460368777016,0.051360173899428097,-60.2059254467865,0.019997826343696838,126.69309964043227,37.512529261238306,21307
222.4876626559217,-17.320429118870617,0.00444778867984699,0.0012086286892967588,-180.3340936032841,-29.986294326081858,-0.165942719868975,-0.026443516845328807,-0.023524202276308928,-7.355409888832033,-153.0464511845094,0.1154596879749216,0.416533830094737,0.5067231297077331,0.7581097992951391,-0.0052902653515293566,-1.4473343338881674e-06,4.6724628333519245e-07,-2.185728882746242e-07,-34.40872820861438,-17.17047901491414,-39.731729810537615,-1.6043886650129457,-1.508043254598688,-0.33697960248045883,0.006054318753701347,-6.226584009478108,-0.24019642531481034,4.5004587883628806e-05,23.02572153364496,0.06288664807664461,-60.161883924397536,0.0213787892406643,126.69463592515947,37.50972402615308,21308
222.3975890970295,-16.974458620838735,0.003921573636155912,0.0011343710186803066,-180.83893038587414,-30.143879586348575,-0.1563605738890162,-0.028577493452044075,-0.023148648245605735,-7.287057125309751,-153.7207013948074,0.11556536684224068,0.4522187497553378,0.4923402463277989,0.6663236029994415,-0.005003316831051376,-1.4205167030814294e-06,5.060666422592734e-07,-1.9048764043178465e-07,-34.7587988274386,-16.324281008342417,-39.018479158897186,-1.0581888866547355,-1.3415386718573463,-0.1451772911224663,0.005875349820885421,-6.284279684951914,-0.26422506579429267,4.4678998536730394e-05,24.19499428980707,-0.04211897576244007,-60.35638223671356,0.02671661381909379,126.70257157044347,37.51088024429188,21309
